Hireling	SubType	Version	Id	Class	Act	Difficulty	Level	Seller	NameFirst	NameLast	Gold	Exp/Lvl	HP	HP/Lvl	Defense	Def/Lvl	Str	Str/Lvl	Dex	Dex/Lvl	AR	AR/Lvl	Share	Dmg-Min	Dmg-Max	Dmg/Lvl	Resist	Resist/Lvl	WType1	WType2	HireDesc	DefaultChance	Skill1	Mode1	Chance1	ChancePerLvl1	Level1	LvlPerLvl1	Skill2	Mode2	Chance2	ChancePerLvl2	Level2	LvlPerLvl2	Skill3	Mode3	Chance3	ChancePerLvl3	Level3	LvlPerLvl3	Skill4	Mode4	Chance4	ChancePerLvl4	Level4	LvlPerLvl4	Skill5	Mode5	Chance5	ChancePerLvl5	Level5	LvlPerLvl5	Skill6	Mode6	Chance6	ChancePerLvl6	Level6	LvlPerLvl6	Head	Torso	Weapon	Shield
Barbarian	1hs-Normal	100	25	561	5	1	28	515	MercX101	MercX167	9000	120	288	18	180	10	101	15	63	10	150	20	1	16	20	6	56	7	swor		off	0	Bash	5	50	0	5	12	Berserk	5	50	0	4	8	Battle Cry	5	10	0	4	15	BarWolf	5	5	0	16	10	Sword Mastery	1	0	0	4	18	Wolverine Aura	7	10	0	4	2	0	0	0	0
Barbarian	1hs-Normal	100	25	561	5	1	58	515	MercX101	MercX167	9000	120	828	27	480	35	158	15	101	10	750	35	1	39	43	8	109	7	swor		off	0	Bash	5	50	0	18	8	Berserk	5	50	0	17	8	Battle Cry	5	10	0	20	15	BarWolf	5	5	0	20	10	Sword Mastery	1	0	0	23	18	Wolverine Aura	7	10	0	7	2	0	0	0	0
Barbarian	1hs-Normal	100	25	561	5	1	80	515	MercX101	MercX167	9000	120	1422	45	1250	50	200	15	129	10	1520	45	1	61	65	8	148	4	swor		off	0	Bash	5	50	0	24	8	Berserk	5	50	0	27	8	Battle Cry	5	10	0	33	15	BarWolf	5	5	0	24	10	Sword Mastery	1	0	0	38	18	Wolverine Aura	7	10	0	15	2	0	0	0	0
Barbarian	1hs-Nightmare	100	27	561	5	2	58	515	MercX101	MercX167	18000	130	745	27	432	35	155	15	96	10	675	35	4	37	41	8	106	7	swor		off	0	Bash	5	50	0	18	8	Berserk	5	50	0	17	8	Battle Cry	5	10	0	20	15	BarWolf	5	5	0	24	10	Sword Mastery	1	0	0	23	18	Wolverine Aura	7	10	0	15	2	0	0	0	0
Barbarian	1hs-Nightmare	100	27	561	5	2	80	515	MercX101	MercX167	18000	130	1339	45	1202	50	197	15	124	10	1445	45	4	59	63	8	145	4	swor		off	0	Bash	5	50	0	24	8	Berserk	5	50	0	27	8	Battle Cry	5	10	0	33	15	BarWolf	5	5	0	16	10	Sword Mastery	1	0	0	38	18	Wolverine Aura	7	10	0	18	2	0	0	0	0
Barbarian	1hs-Hell	100	29	561	5	3	80	515	MercX101	MercX167	32000	140	1205	45	1082	50	194	15	119	10	1301	45	6	57	61	8	142	4	swor		off	0	Bash	5	50	0	24	8	Berserk	5	50	0	27	8	Battle Cry	5	10	0	33	15	BarWolf	5	5	0	24	10	Sword Mastery	1	0	0	38	18	Wolverine Aura	7	10	0	18	2	0	0	0	0
Barbarian	1hs-Normal	100	39	561	5	1	28	515	MercX101	MercX167	9000	120	288	18	180	10	101	15	63	10	150	20	1	16	20	6	56	7	swor		def	0	Bash	5	50	0	5	12	Battle Cry	5	50	0	4	15	Sword Mastery	1	0	0	4	18	Decrepify	4	10	4	5	0	Iron Skin	1	0	0	2	2	Oak Sage Aura	7	10	0	4	2	0	0	0	0
Barbarian	1hs-Normal	100	39	561	5	1	58	515	MercX101	MercX167	9000	120	828	27	480	35	158	15	101	10	750	35	1	39	43	8	109	7	swor		def	0	Bash	5	50	0	18	8	Battle Cry	5	50	0	20	15	Sword Mastery	1	0	0	23	18	Decrepify	4	10	4	5	0	Iron Skin	1	0	0	2	2	Oak Sage Aura	7	10	0	7	2	0	0	0	0
Barbarian	1hs-Normal	100	39	561	5	1	80	515	MercX101	MercX167	9000	120	1422	45	1250	50	200	15	129	10	1520	45	1	61	65	8	148	4	swor		def	0	Bash	5	50	0	24	8	Battle Cry	5	50	0	33	15	Sword Mastery	1	0	0	38	18	Decrepify	4	10	4	5	0	Iron Skin	1	0	0	2	2	Oak Sage Aura	7	10	0	15	2	0	0	0	0
Barbarian	1hs-Nightmare	100	40	561	5	2	58	515	MercX101	MercX167	18000	130	745	27	432	35	155	15	96	10	675	35	4	37	41	8	106	7	swor		def	0	Bash	5	50	0	18	8	Battle Cry	5	50	0	20	15	Sword Mastery	1	0	0	23	18	Decrepify	4	10	4	5	0	Iron Skin	1	0	0	3	3	Oak Sage Aura	7	10	0	15	2	0	0	0	0
Barbarian	1hs-Nightmare	100	40	561	5	2	80	515	MercX101	MercX167	18000	130	1339	45	1202	50	197	15	124	10	1445	45	4	59	63	8	145	4	swor		def	0	Bash	5	50	0	24	8	Battle Cry	5	50	0	33	15	Sword Mastery	1	0	0	38	18	Decrepify	4	10	4	5	0	Iron Skin	1	0	0	3	3	Oak Sage Aura	7	10	0	18	2	0	0	0	0
Barbarian	1hs-Hell	100	41	561	5	3	80	515	MercX101	MercX167	32000	140	1205	45	1082	50	194	15	119	10	1301	45	6	57	61	8	142	4	swor		def	0	Bash	5	50	0	24	8	Battle Cry	5	50	0	33	15	Sword Mastery	1	0	0	38	18	Decrepify	4	10	4	5	0	Iron Skin	1	0	0	4	4	Oak Sage Aura	7	10	0	18	2	0	0	0	0
